status,tempo_empresa,moradia,tempo_emprestimo,idade,estado_civil,registros,trabalho,despesas,renda,ativos,dividas,valor_emprestimo,preco_do_bem
bom,30,própria,48,60,casada(o),não,autônomo,60,6,16000,0,1200,1636
bom,3,própria,18,24,casada(o),não,meio período,45,185,3500,0,600,925
bom,30,outras,60,46,casada(o),não,fixo,60,144,NA,0,1350,1478
ruim,15,própria,48,50,casada(o),não,fixo,60,NA,5000,0,1800,2417
bom,10,alugada,48,28,casada(o),não,fixo,56,108,0,0,1100,1684
bom,1,alugada,24,24,casada(o),não,meio período,50,50,0,0,350,400
bom,4,pais,60,23,solteira(o),não,fixo,35,80,10000,0,1000,1559
bom,7,própria,12,51,casada(o),não,autônomo,75,120,5000,0,250,375
bom,6,pais,36,29,casada(o),não,fixo,105,168,14000,0,650,679
bom,14,própria,60,41,casada(o),não,fixo,75,183,4000,1100,1500,2730
bom,1,pais,60,24,solteira(o),não,fixo,35,90,0,0,800,994
bom,25,própria,48,51,casada(o),não,fixo,75,156,3000,0,700,1172
bom,8,própria,36,31,separada(o),não,fixo,35,102,3000,0,1000,1364
ruim,5,própria,60,26,solteira(o),sim,autônomo,35,142,5500,3800,950,977
bom,8,própria,54,31,casada(o),não,fixo,75,280,14000,7000,850,1050
bom,20,própria,60,54,casada(o),não,fixo,60,195,15000,0,900,1430
ruim,2,alugada,36,23,solteira(o),não,fixo,43,79,0,0,900,1000
bom,18,priv,36,45,casada(o),não,fixo,45,220,20000,0,800,1600
bom,10,própria,36,39,casada(o),não,fixo,90,122,3000,0,500,1472
ruim,2,pais,36,39,casada(o),sim,fixo,60,87,0,0,2000,2300
bom,20,pais,48,37,solteira(o),não,fixo,35,114,0,0,1200,2472
ruim,20,alugada,48,45,solteira(o),não,autônomo,35,NA,0,0,900,1300
bom,7,priv,60,24,solteira(o),não,fixo,35,187,4000,2400,1400,1480
ruim,0,NA,48,23,casada(o),não,meio período,45,26,NA,NA,1350,1562
ruim,3,própria,60,39,casada(o),não,autônomo,75,491,90000,0,4000,6700
bom,22,própria,36,45,casada(o),não,fixo,75,250,10000,0,500,1026
bom,10,alugada,60,38,casada(o),sim,fixo,110,204,0,0,1500,1531
bom,20,alugada,24,40,casada(o),não,fixo,77,165,0,0,500,1532
bom,20,própria,36,36,casada(o),sim,fixo,75,130,3500,0,1500,2000
bom,2,pais,24,26,solteira(o),não,fixo,35,79,0,0,590,894
bom,22,alugada,36,51,solteira(o),sim,autônomo,35,NA,0,0,350,950
bom,7,própria,60,34,separada(o),não,fixo,35,96,8000,0,850,1213
bom,5,própria,60,39,casada(o),não,autônomo,75,85,4000,0,1200,1463
ruim,2,alugada,48,37,separada(o),sim,autônomo,35,NA,0,0,2000,3900
ruim,13,alugada,60,50,solteira(o),não,fixo,42,66,0,0,800,865
bom,17,outras,60,46,casada(o),não,fixo,75,155,0,0,2000,2086
bom,8,própria,24,46,casada(o),não,autônomo,75,NA,15000,0,1000,1603
bom,0,própria,12,22,casada(o),não,outros,75,100,50000,8000,900,2327
ruim,0,pais,36,35,casada(o),não,autônomo,75,NA,0,0,1450,1500
bom,6,alugada,36,31,separada(o),não,fixo,49,140,0,0,550,999
bom,4,própria,24,32,casada(o),não,meio período,45,158,5500,0,500,1839
bom,20,priv,48,40,casada(o),não,fixo,75,144,7000,0,500,980
bom,38,alugada,12,66,casada(o),não,fixo,79,340,0,0,700,1568
bom,26,alugada,60,50,casada(o),não,fixo,85,250,0,0,1000,1297
bom,3,própria,12,30,casada(o),não,fixo,60,296,4500,2000,200,1338
ruim,5,pais,48,24,solteira(o),não,meio período,35,139,2000,0,1000,1492
bom,12,própria,60,28,casada(o),sim,fixo,75,110,3500,1394,900,1082
ruim,1,pais,24,23,solteira(o),não,meio período,35,70,0,0,500,640
bom,4,própria,60,41,casada(o),não,fixo,45,87,6500,0,1100,1670
ruim,13,priv,60,38,casada(o),não,fixo,90,108,1500,30,1400,1410
bom,1,pais,36,21,casada(o),não,fixo,45,90,2000,0,1200,1350
bom,5,pais,60,21,solteira(o),não,fixo,45,56,0,0,1400,2067
bom,10,alugada,36,46,casada(o),não,fixo,114,235,0,0,500,1531
ruim,1,pais,60,36,casada(o),não,meio período,60,60,0,0,1400,1612
bom,3,alugada,36,20,solteira(o),não,meio período,58,225,0,0,1500,2050
ruim,5,alugada,60,40,casada(o),sim,autônomo,54,89,0,0,1200,1457
ruim,2,priv,36,32,casada(o),não,fixo,75,80,2500,0,1300,1813
ruim,19,alugada,60,37,separada(o),sim,fixo,41,63,0,0,2700,2957
bom,1,própria,60,52,casada(o),não,fixo,60,250,3000,0,1550,1850
bom,5,priv,24,32,separada(o),não,autônomo,35,143,8000,0,600,1350
bom,7,alugada,60,30,casada(o),não,fixo,42,73,0,0,950,1169
bom,25,alugada,60,48,casada(o),não,fixo,103,126,3500,0,1450,1575
bom,11,própria,36,32,casada(o),não,fixo,60,101,12000,2400,965,1265
ruim,27,própria,60,58,casada(o),não,autônomo,60,60,15000,0,1450,1657
bom,19,própria,60,56,casada(o),não,fixo,45,169,7000,0,1400,1714
ruim,2,alugada,48,48,casada(o),sim,outros,109,193,0,0,1140,1143
bom,5,alugada,24,41,separada(o),não,fixo,44,90,0,0,550,1319
bom,10,pais,24,40,casada(o),não,meio período,60,116,2000,0,480,620
ruim,1,pais,48,21,solteira(o),não,meio período,35,60,0,0,1350,1601
bom,6,pais,48,24,solteira(o),não,fixo,35,107,6500,1172,1000,1200
bom,22,própria,18,57,casada(o),sim,fixo,45,150,6000,0,500,1727
ruim,0,alugada,48,54,casada(o),não,autônomo,135,NA,0,0,2000,2476
ruim,6,pais,36,31,solteira(o),sim,autônomo,35,319,0,0,1200,1730
bom,3,outras,36,40,casada(o),não,fixo,60,90,NA,0,400,1661
bom,2,própria,12,32,casada(o),não,autônomo,45,122,5000,500,350,625
bom,1,pais,60,30,casada(o),não,autônomo,60,93,0,0,1600,1647
bom,18,própria,36,42,casada(o),não,fixo,75,121,2000,150,900,1633
bom,2,pais,24,23,solteira(o),não,meio período,35,93,2500,0,230,670
bom,17,alugada,48,36,casada(o),não,fixo,61,162,0,0,1000,1641
ruim,0,alugada,48,42,casada(o),não,meio período,75,NA,0,0,1300,1400
bom,2,pais,36,24,casada(o),sim,autônomo,45,NA,0,0,1000,2223
bom,9,própria,60,53,casada(o),não,autônomo,60,51,8000,3000,1450,1970
bom,11,alugada,60,29,casada(o),não,fixo,74,135,0,0,1000,1097
ruim,3,própria,48,53,casada(o),não,outros,75,60,NA,NA,1500,1637
bom,2,pais,60,23,solteira(o),não,fixo,35,106,0,0,820,1097
bom,32,pais,42,53,casada(o),não,autônomo,60,160,0,0,200,829
ruim,8,pais,60,28,solteira(o),sim,fixo,35,76,0,0,1300,1550
ruim,1,própria,60,40,casada(o),não,fixo,45,NA,3000,180,1700,1777
bom,24,outras,60,40,casada(o),não,fixo,45,115,0,0,1250,1461
ruim,1,pais,30,23,solteira(o),não,autônomo,35,60,0,0,800,1452
bom,15,alugada,48,55,viúva(o),não,fixo,62,173,0,0,1100,1467
bom,24,própria,48,48,casada(o),não,fixo,75,90,3000,0,400,975
ruim,5,alugada,36,48,casada(o),não,autônomo,97,365,0,0,1300,1736
ruim,1,outras,36,44,casada(o),sim,fixo,60,154,2500,0,2000,2500
ruim,0,pais,36,29,separada(o),não,autônomo,35,NA,0,0,650,975
ruim,4,alugada,60,46,casada(o),não,autônomo,70,100,0,0,2400,2500
bom,0,pais,36,23,solteira(o),não,fixo,35,70,0,0,900,1210
bom,2,outras,48,29,solteira(o),não,fixo,35,75,0,0,650,824
bom,25,própria,60,63,casada(o),sim,autônomo,60,60,47500,3360,1000,1162
bom,17,alugada,24,40,casada(o),sim,fixo,58,128,0,0,700,982
bom,14,pais,48,37,casada(o),sim,fixo,60,120,0,0,1000,1189
ruim,0,outras,60,23,solteira(o),não,fixo,35,NA,0,0,700,969
bom,15,própria,36,49,casada(o),não,fixo,75,113,8000,0,1050,1055
ruim,16,alugada,60,40,casada(o),não,autônomo,82,71,0,0,2000,2250
bom,16,própria,36,40,casada(o),sim,fixo,90,120,6000,0,900,1150
bom,1,pais,36,23,solteira(o),não,fixo,35,55,5000,0,775,925
bom,15,própria,36,42,solteira(o),não,fixo,35,90,5000,3000,1000,1243
bom,5,própria,60,35,casada(o),não,autônomo,45,NA,NA,0,700,768
bom,5,alugada,48,28,casada(o),sim,fixo,60,154,3000,0,825,1661
ruim,0,própria,48,39,casada(o),não,autônomo,60,16,3000,0,850,1053
bom,1,própria,36,36,casada(o),não,autônomo,75,416,8000,0,3875,5175
bom,13,pais,48,28,casada(o),não,fixo,90,105,0,0,1200,1590
bom,10,alugada,36,38,casada(o),não,fixo,66,210,0,0,500,1171
bom,2,própria,60,33,casada(o),não,fixo,35,146,8000,2000,1000,1844
bom,2,pais,60,30,separada(o),não,autônomo,35,150,0,0,1500,1671
ruim,0,própria,36,36,casada(o),não,outros,45,105,5000,3000,1000,1620
bom,13,própria,60,28,casada(o),não,fixo,45,148,3500,144,1350,1496
bom,0,priv,48,56,casada(o),não,outros,35,84,4500,50,700,940
bom,8,alugada,48,39,casada(o),não,autônomo,66,60,0,0,700,1580
bom,4,própria,36,54,casada(o),não,autônomo,35,80,25000,0,1400,1490
bom,15,pais,60,35,solteira(o),não,fixo,45,226,6000,2200,1350,1609
bom,1,própria,48,29,casada(o),não,fixo,45,130,4000,0,1000,1777
ruim,20,alugada,60,47,casada(o),não,fixo,85,100,8000,0,1250,1250
bom,2,própria,60,35,casada(o),não,outros,60,175,2500,0,1250,1412
ruim,0,outras,60,32,solteira(o),não,meio período,35,NA,0,0,600,1690
bom,0,alugada,60,35,solteira(o),não,fixo,51,163,0,0,1000,1353
bom,15,outras,36,30,casada(o),não,fixo,45,131,0,0,250,1341
bom,24,própria,48,39,casada(o),não,fixo,75,125,6000,200,1000,1409
bom,15,própria,48,57,casada(o),não,autônomo,35,212,65000,0,1300,1852
ruim,1,alugada,24,32,solteira(o),não,autônomo,35,NA,0,0,290,490
bom,17,alugada,30,45,casada(o),não,fixo,55,104,0,0,550,575
ruim,1,alugada,24,24,solteira(o),não,meio período,42,65,0,0,750,1192
ruim,2,pais,60,23,solteira(o),sim,meio período,35,75,0,0,1100,1139
bom,0,pais,60,24,solteira(o),não,fixo,35,126,1500,0,900,1092
bom,0,pais,18,20,casada(o),não,fixo,35,91,0,0,600,750
bom,14,alugada,36,49,casada(o),não,fixo,70,103,0,0,500,1017
bom,2,pais,60,24,solteira(o),não,fixo,35,100,0,0,1600,1601
bom,7,alugada,60,40,casada(o),sim,autônomo,76,164,3000,0,800,1032
bom,6,própria,60,31,casada(o),não,fixo,45,131,4000,1600,600,1661
bom,2,outras,18,25,casada(o),sim,autônomo,60,NA,0,0,850,1400
bom,0,outras,48,39,casada(o),não,fixo,60,85,0,0,1450,1594
ruim,2,priv,60,22,casada(o),não,meio período,35,60,2800,0,1300,1422
ruim,0,própria,36,30,separada(o),não,autônomo,60,48,7000,0,300,365
bom,0,pais,60,21,solteira(o),não,meio período,45,312,10000,0,1033,1175
bom,0,pais,24,22,solteira(o),não,meio período,35,80,0,0,650,1356
ruim,0,alugada,18,28,casada(o),sim,fixo,68,83,0,0,200,300
bom,8,própria,24,32,casada(o),não,fixo,60,77,4000,0,350,865
bom,2,pais,24,23,solteira(o),não,autônomo,35,63,20000,0,600,2143
bom,0,pais,24,36,casada(o),não,outros,90,31,0,0,625,725
ruim,2,alugada,60,20,solteira(o),não,fixo,46,108,0,0,1200,1300
bom,4,própria,60,25,casada(o),não,fixo,45,68,4500,1379,725,1460
bom,5,pais,30,24,casada(o),não,fixo,35,120,0,0,700,1804
bom,8,própria,36,35,casada(o),sim,fixo,45,213,6000,0,1700,2450
bom,10,pais,48,58,casada(o),não,outros,35,450,2500,0,1200,1505
bom,5,própria,60,32,casada(o),não,fixo,45,145,13000,0,1500,1850
ruim,15,própria,36,56,casada(o),sim,autônomo,35,90,16000,0,800,1300
bom,2,alugada,60,53,viúva(o),não,fixo,46,114,0,0,1050,1348
bom,2,pais,60,26,solteira(o),não,fixo,35,104,10000,0,1400,1490
bom,20,própria,60,40,casada(o),não,fixo,45,240,8000,0,900,950
bom,1,própria,36,48,casada(o),não,outros,45,45,32000,0,1500,2700
bom,10,pais,60,28,solteira(o),não,fixo,35,70,3500,0,1300,1743
bom,0,própria,60,34,casada(o),não,fixo,60,85,4000,0,1100,1628
bom,11,própria,60,28,casada(o),não,fixo,35,82,1500,0,1090,1491
ruim,2,alugada,24,30,casada(o),não,meio período,53,80,0,0,500,975
ruim,20,própria,48,47,casada(o),não,autônomo,45,66,NA,0,1200,1668
ruim,0,priv,60,43,casada(o),não,meio período,90,82,4000,0,600,790
bom,3,própria,60,41,casada(o),não,fixo,75,99,16000,500,1000,3300
bom,28,própria,48,54,casada(o),não,autônomo,75,46,15000,0,900,1300
bom,23,outras,54,38,separada(o),não,fixo,60,178,0,0,740,989
bom,4,alugada,60,30,casada(o),não,fixo,60,147,5500,2000,1700,1719
bom,11,própria,48,41,casada(o),sim,autônomo,45,280,4000,1300,1000,1350
bom,12,própria,60,45,casada(o),não,autônomo,35,75,4000,0,1000,1100
bom,6,própria,6,29,casada(o),não,fixo,45,190,5000,0,200,2179
ruim,0,própria,6,33,solteira(o),sim,meio período,45,240,4500,0,675,1146
bom,1,pais,48,25,solteira(o),não,autônomo,35,280,6000,0,1100,1650
ruim,8,outras,60,41,casada(o),não,autônomo,45,62,0,0,1800,2101
bom,12,própria,48,35,casada(o),não,fixo,60,90,4500,0,900,1097
bom,17,pais,36,33,separada(o),sim,fixo,35,96,0,0,475,475
bom,17,alugada,60,44,casada(o),não,fixo,51,159,0,0,1100,1668
bom,1,própria,48,42,casada(o),não,fixo,75,155,8000,0,600,1680
bom,19,alugada,60,42,solteira(o),não,fixo,43,78,0,0,730,1070
ruim,0,alugada,24,42,casada(o),sim,fixo,103,283,0,0,1897,2517
bom,10,própria,54,41,casada(o),não,fixo,45,130,4500,0,1700,1957
bom,16,outras,42,49,casada(o),sim,fixo,45,80,0,0,700,950
bom,0,alugada,36,42,solteira(o),sim,meio período,48,129,0,0,525,525
bom,5,própria,60,49,casada(o),não,fixo,35,122,5000,0,1500,1740
bom,10,própria,30,32,casada(o),não,autônomo,60,65,3000,0,600,1200
bom,7,pais,36,24,solteira(o),não,fixo,35,127,0,0,300,2612
bom,3,outras,48,28,casada(o),não,fixo,35,125,1500,0,1500,1689
bom,0,própria,36,42,casada(o),não,autônomo,60,260,3000,250,1100,1288
bom,10,alugada,60,42,casada(o),não,fixo,76,158,5000,0,1000,1000
bom,32,própria,36,49,casada(o),não,fixo,75,163,4000,0,400,700
ruim,14,própria,48,29,casada(o),não,fixo,75,131,4000,0,980,2981
bom,20,alugada,60,38,casada(o),não,fixo,74,140,0,0,1500,1600
bom,26,própria,60,41,casada(o),não,fixo,45,132,0,0,1100,1472
bom,10,priv,60,46,casada(o),não,fixo,75,66,5500,1700,1250,1525
bom,6,própria,60,33,casada(o),não,meio período,60,140,6000,0,1150,1715
bom,2,própria,60,23,solteira(o),não,fixo,35,150,3000,0,2000,4904
bom,24,própria,48,39,casada(o),não,fixo,75,110,3000,0,1150,1379
ruim,2,priv,48,27,casada(o),não,outros,75,59,2500,2200,1200,1530
bom,3,priv,36,37,casada(o),não,autônomo,45,NA,4500,0,900,1596
bom,1,pais,48,23,solteira(o),não,fixo,35,139,0,0,650,650
bom,2,pais,36,22,solteira(o),não,meio período,35,100,25000,0,1400,1850
bom,16,alugada,60,35,solteira(o),não,fixo,49,135,0,0,1300,1310
bom,5,própria,48,46,casada(o),não,fixo,90,137,2000,0,1100,1487
bom,1,alugada,60,40,casada(o),não,fixo,57,120,0,0,1500,1737
bom,0,alugada,48,52,casada(o),não,autônomo,35,NA,5000,0,800,1794
bom,7,própria,36,41,casada(o),não,fixo,75,87,4500,0,2000,2104
bom,23,alugada,48,57,solteira(o),sim,fixo,49,142,0,0,1300,1450
bom,2,pais,60,35,solteira(o),não,outros,35,65,0,0,1100,1324
bom,10,própria,6,46,casada(o),não,autônomo,45,464,10000,0,1100,2235
ruim,5,alugada,60,42,casada(o),sim,autônomo,113,83,0,0,1530,1530
ruim,0,outras,60,38,casada(o),sim,fixo,45,NA,0,0,1500,1700
bom,0,própria,48,25,solteira(o),não,fixo,35,126,2800,0,1170,1372
ruim,0,pais,24,20,solteira(o),não,meio período,35,66,0,0,550,550
bom,2,alugada,48,24,solteira(o),não,fixo,44,90,0,0,1200,1450
bom,10,outras,60,57,casada(o),não,fixo,60,84,9000,0,1400,1423
bom,4,outras,60,37,casada(o),sim,autônomo,60,61,0,0,1420,1450
bom,4,pais,60,27,casada(o),não,autônomo,35,NA,0,0,1050,1214
ruim,2,própria,60,31,casada(o),não,fixo,45,55,4000,800,700,1250
bom,43,outras,24,60,casada(o),não,fixo,60,185,0,0,319,1669
bom,8,pais,48,34,solteira(o),não,fixo,35,85,0,0,1000,1383
bom,9,própria,48,26,casada(o),não,fixo,35,101,5000,0,500,1997
bom,8,priv,48,25,solteira(o),não,fixo,45,180,1500,0,1100,1200
bom,30,outras,48,50,casada(o),não,fixo,45,220,0,0,600,900
ruim,2,própria,48,41,casada(o),não,fixo,60,142,4000,0,2000,2465
bom,5,pais,24,32,casada(o),não,fixo,35,91,0,0,450,530
ruim,2,alugada,60,62,casada(o),sim,outros,41,57,8000,0,1200,1500
bom,1,própria,48,27,solteira(o),sim,fixo,45,62,5000,0,1500,1788
ruim,10,própria,48,54,casada(o),não,autônomo,35,27,5000,0,1050,1054
ruim,4,outras,36,54,casada(o),não,autônomo,60,NA,0,0,250,350
bom,22,outras,24,36,casada(o),não,fixo,45,176,0,0,700,1428
bom,7,própria,60,55,casada(o),não,fixo,45,124,5000,0,800,982
ruim,1,pais,60,19,solteira(o),não,fixo,45,128,9500,2800,1300,1540
ruim,7,própria,60,31,casada(o),não,fixo,60,92,3500,991,1050,1158
bom,7,outras,48,55,casada(o),não,fixo,75,100,6000,0,1200,1700
bom,21,própria,36,37,casada(o),não,fixo,75,300,7000,3500,1100,1876
bom,8,própria,24,51,casada(o),não,fixo,45,167,8000,0,250,400
bom,25,própria,60,51,casada(o),não,fixo,60,222,7000,0,1300,1400
ruim,1,pais,48,22,solteira(o),não,autônomo,35,NA,10000,0,650,722
bom,0,alugada,60,57,casada(o),não,outros,43,80,0,0,1200,1515
ruim,5,alugada,48,48,casada(o),sim,autônomo,65,50,0,0,1200,1487
bom,13,pais,60,28,casada(o),não,fixo,35,138,0,0,1080,1192
bom,2,alugada,36,54,casada(o),não,fixo,54,187,0,0,1200,2050
ruim,1,própria,60,53,casada(o),não,autônomo,35,140,8000,0,1600,2222
bom,7,pais,60,25,solteira(o),não,fixo,35,58,28000,0,1100,1338
bom,18,outras,36,42,solteira(o),não,fixo,35,83,0,0,700,1380
ruim,1,alugada,36,40,separada(o),não,outros,79,38,0,0,400,400
bom,6,própria,48,35,casada(o),não,autônomo,60,NA,3500,350,1300,1588
ruim,2,própria,60,42,viúva(o),não,outros,45,35,6000,0,650,865
bom,12,própria,48,31,casada(o),não,fixo,60,84,5000,0,700,1702
bom,7,pais,60,30,solteira(o),não,fixo,35,95,0,0,900,1158
bom,18,própria,36,41,casada(o),não,fixo,45,104,12000,800,900,1607
bom,6,própria,36,58,casada(o),não,fixo,60,390,45000,0,1000,2318
bom,10,própria,60,50,casada(o),não,fixo,75,209,13500,0,1450,1786
bom,7,priv,48,27,casada(o),não,fixo,60,71,800,0,800,1505
bom,1,pais,36,33,casada(o),não,fixo,35,200,0,0,600,1580
ruim,1,própria,60,47,separada(o),não,fixo,35,48,5000,0,1200,1445
ruim,0,pais,60,38,separada(o),sim,autônomo,45,NA,0,0,700,1738
bom,7,própria,24,41,casada(o),não,autônomo,45,NA,6000,0,1200,2676
ruim,16,própria,36,30,casada(o),não,fixo,45,82,4500,0,800,975
bom,10,própria,36,49,casada(o),não,autônomo,45,126,5000,0,800,1150
bom,11,própria,48,53,casada(o),não,fixo,45,111,5000,0,1300,1763
bom,20,própria,48,44,casada(o),não,fixo,45,87,3000,0,800,1694
bom,1,alugada,6,34,casada(o),não,autônomo,99,535,0,0,500,1196
bom,8,alugada,36,51,casada(o),sim,autônomo,60,NA,0,0,400,600
ruim,1,própria,60,36,casada(o),sim,autônomo,45,NA,4000,2000,1500,1743
bom,13,outras,48,40,casada(o),sim,autônomo,75,270,0,0,2300,2750
ruim,8,pais,36,27,solteira(o),não,meio período,35,53,0,0,225,350
ruim,1,própria,36,38,casada(o),não,autônomo,90,49,7000,300,1200,1619
bom,13,outras,60,40,casada(o),não,fixo,60,140,0,0,700,1465
bom,2,pais,60,24,solteira(o),não,fixo,35,67,0,0,316,1080
bom,6,própria,48,37,casada(o),não,autônomo,45,189,15750,3000,2300,2936
bom,0,alugada,60,30,casada(o),não,fixo,43,80,0,0,1000,1056
bom,8,alugada,48,44,casada(o),não,fixo,62,170,0,0,1000,1387
bom,8,priv,36,31,casada(o),não,fixo,60,110,2000,360,400,450
bom,4,outras,60,27,casada(o),não,fixo,35,98,5000,0,1200,1609
ruim,7,pais,24,31,casada(o),não,autônomo,35,67,0,0,200,2000
bom,3,própria,12,28,casada(o),não,fixo,35,120,8000,0,1000,2997
bom,8,própria,36,38,casada(o),não,fixo,45,150,23000,0,2800,4400
bom,1,pais,36,25,solteira(o),não,fixo,35,62,0,0,750,1366
bom,17,própria,48,51,casada(o),não,autônomo,35,100,16000,0,1100,1358
bom,3,própria,60,36,casada(o),não,fixo,45,160,6500,0,1500,2038
bom,13,própria,48,37,casada(o),não,fixo,60,205,5000,0,600,1243
ruim,9,alugada,60,37,solteira(o),não,fixo,47,115,0,0,1600,1800
ruim,0,outras,48,45,casada(o),sim,fixo,45,NA,0,0,1000,1135
ruim,0,outras,60,51,casada(o),não,autônomo,60,NA,0,0,1300,1321
ruim,15,própria,24,34,casada(o),não,autônomo,35,NA,NA,NA,1300,2099
bom,15,própria,12,39,casada(o),não,autônomo,60,110,4000,0,700,1100
bom,1,própria,60,49,casada(o),não,fixo,105,531,47000,0,1400,1601
bom,5,priv,60,24,solteira(o),não,fixo,35,145,4000,0,1000,1346
bom,5,alugada,48,36,casada(o),sim,autônomo,72,120,100000,0,775,950
bom,0,própria,24,33,casada(o),não,meio período,35,100,8000,0,500,2700
bom,12,própria,60,39,casada(o),não,fixo,45,167,6000,0,1435,1875
bom,14,própria,12,41,casada(o),não,autônomo,60,245,7000,0,500,1253
bom,23,própria,36,59,casada(o),não,fixo,35,100,7000,0,850,1334
bom,8,própria,48,46,casada(o),não,autônomo,75,190,7000,0,800,847
bom,3,própria,60,32,casada(o),não,fixo,35,125,9000,2300,1350,1550
bom,15,própria,60,33,casada(o),não,fixo,45,90,3000,0,1200,1323
bom,4,própria,60,34,casada(o),não,fixo,45,205,11000,3700,1300,2060
ruim,3,outras,24,28,solteira(o),não,fixo,35,51,0,0,800,1750
bom,31,própria,48,56,casada(o),não,fixo,35,144,3000,0,850,928
ruim,5,alugada,36,40,casada(o),sim,autônomo,35,NA,0,0,1800,2800
ruim,11,própria,60,45,casada(o),sim,fixo,105,235,2000,670,1400,2079
bom,8,própria,36,46,casada(o),não,fixo,35,160,6000,600,600,1100
bom,11,alugada,60,54,casada(o),não,fixo,54,90,0,0,1000,1303
bom,21,outras,60,43,solteira(o),não,fixo,35,115,0,0,1000,1338
bom,1,própria,48,53,casada(o),não,autônomo,35,213,20000,0,1250,2040
ruim,0,própria,60,43,casada(o),sim,fixo,60,85,4000,0,1500,1813
bom,4,priv,36,51,casada(o),não,outros,45,192,4000,108,575,1075
ruim,30,própria,60,61,casada(o),sim,autônomo,35,NA,60000,0,950,1015
bom,14,própria,60,34,solteira(o),não,fixo,35,90,5000,0,1000,1349
bom,3,pais,36,26,casada(o),não,autônomo,35,61,18000,0,800,1000
bom,3,pais,18,21,solteira(o),sim,fixo,35,75,0,0,500,1364
bom,2,pais,60,41,casada(o),sim,fixo,35,80,0,0,1000,1500
bom,10,própria,60,28,casada(o),não,autônomo,45,NA,4000,0,1200,1214
ruim,3,alugada,36,23,casada(o),não,fixo,53,178,0,0,1600,2000
ruim,0,alugada,6,37,separada(o),sim,autônomo,35,NA,0,0,760,768
bom,10,própria,60,27,casada(o),não,autônomo,35,180,8000,3530,1700,1847
bom,26,própria,60,56,casada(o),não,fixo,35,120,3500,0,1400,1477
ruim,1,própria,60,40,casada(o),não,autônomo,35,349,6000,4000,1300,1511
ruim,12,outras,60,36,casada(o),sim,fixo,60,99,0,0,750,790
bom,15,alugada,48,46,casada(o),não,fixo,57,122,0,0,1350,1500
bom,17,própria,6,42,casada(o),não,fixo,90,111,10000,0,1000,2626
ruim,5,NA,48,46,casada(o),não,autônomo,75,91,6000,0,4500,6222
bom,6,pais,60,23,solteira(o),não,fixo,35,109,0,0,1332,1332
ruim,0,própria,36,54,casada(o),não,outros,60,35,20000,0,1000,1613
bom,10,própria,48,38,casada(o),não,fixo,60,371,10000,4350,1450,1670
bom,10,outras,42,26,solteira(o),não,fixo,35,67,0,0,800,1400
bom,6,própria,60,33,casada(o),não,autônomo,60,NA,11000,450,1350,2006
